Name,Price,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin D,Calcium,Iron,Potassium
CHICKENLESS BUFFALO WINGS,4.69,270 ,14 g,2.0 g,0 g,0 mg,760 mg,21 g,5 g,less than 1 g,15 g,0.0 mcg,80 mg,0.2 mg,530 mg
PERFECTLY PICKLED PUPS,4.99,250 ,15 g,4.0 g,0 g,20 mg,850 mg,21 g,2 g,1 g,7 g,0.0 mcg,30 mg,1.0 mg,200 mg
GNOCCHI MINI TRI COLORED,2.99,240 ,0 g,0 g,0 g,0 mg,900 mg,54 g,3 g,12 g,2 g,0.0 mcg,40 mg,1.0 mg,400 mg
PB ORG CREAMY SALTED,4.49,180 ,15 g,2.5 g,0 g,0 mg,65 mg,7 g,3 g,1 g,8 g,0.0 mcg,20 mg,0.7 mg,110 mg
STRAWBERRY PRESERVE FRESH,3.99,50 ,0 g,0 g,0 g,0 mg,0 mg,13 g,0 g,12 g,0 g,N/A,N/A,N/A,N/A
AIOLI GARLIC MUSTARD SAUCE,2.79,15,1.0 g,0 g,0 g,0 mg,50 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.1 mg,10 mg
ORCHID PHAL ASST COLOR IN CERAMIC,0.0,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DAFFODIL FIELD 10 STEM,1.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORG FREE RANGE CHICKEN BROTH,1.99,10 ,0.5 g,0 g,0 g,0 mg,550 mg,less than 1 g,0 g,less than 1 g,1 g,0.0 mcg,10 mg,0 mg,70 mg
CHILEAN HAKE FILLETS,4.99,100 ,1.5 g,0 g,0 g,55 mg,80 mg,0 g,0 g,0 g,20 g,0.0 mcg,50 mg,0.4 mg,280 mg
GOCHUJANG SAUCE,3.49,100 ,6 g,0.5 g,0 g,0 mg,540 mg,9 g,less than 1 g,4 g,less than 1 g,0.2 mcg,0 mg,0.1 mg,50 mg
GREEN TEA UNSWT BLUE POM 1 LT,1.99,0 ,0 g,0 g,0 g,0 mg,10 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,30 mg
GREEN TEA UNSWT 1 LT,1.99,0 ,0 g,0 g,0 g,0 mg,10 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,30 mg
DUNKERS CHOC CHIP COATED,5.99,190 ,10 g,6 g,0 g,0 mg,80 mg,25 g,1 g,14 g,2 g,0.0 mcg,10 mg,1.6 mg,90 mg
VEGETABLE SPRING ROLLS,4.49,200 ,10 g,2.0 g,0 g,0 mg,400 mg,24 g,5 g,1 g,5 g,0.0 mcg,60 mg,0.7 mg,200 mg
CHICKEN SPRING ROLLS,4.49,100,4g,1g,0g,10mg,260mg,11g,2g,N/A,5g,N/A,,,N/A
ITALIAN BIGONDA W HERBS,10.99,100,8g,6g,0g,25mg,240mg,0g,N/A,0g,7g,,,,
BAKING CELEBRATION BAKING MIX,4.99,190 ,1.0 g,0 g,0 g,0 mg,180 mg,45 g,0 g,32 g,1 g,0.0 mcg,10 mg,0.6 mg,20 mg
COFFEE SMALL LOT UGANDA RWENZORI,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HANDPIE BLUEBERRY LEMON,4.49,370 ,17 g,10 g,0.5 g,50 mg,440 mg,50 g,2 g,20 g,4 g,0.3 mcg,70 mg,1.7 mg,100 mg
HOLD THE CONE! COFFEE BEAN,3.99,250 ,14 g,9 g,0 g,25 mg,95 mg,33 g,2 g,20 g,4 g,0.0 mcg,230 mg,2.0 mg,220 mg
HAIR WASH CONDITIONING CLEANSING,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAT FREE REFRIED BEANS,1.19,120 ,0 g,0 g,0 g,0 mg,460 mg,23 g,5 g,Less than 1 g,8 g,0.0 mcg,50 mg,2.1 mg,510 mg
SLICED SHARP CHEDDAR,4.79,110 ,9 g,6 g,0 g,30 mg,160 mg,Less than 1 g,N/A,0 g,7 g,0 mcg,207 mg,0 mg,15 mg
RICE HEARTS OF PALM,3.49,20 ,0 g,0 g,0 g,0 mg,0 mg,4 g,2 g,1 g,less than 1 g,0.0 mcg,30 mg,0.1 mg,130 mg
SPICE SRIRACHA SPRINKLE,2.99,0 ,0 g,N/A,N/A,N/A,60 mg,less than 1 g,N/A,0 g,0 g,N/A,N/A,N/A,N/A
SPICE KETCHUP SPRINKLE,2.99,0 ,0 g,N/A,N/A,N/A,40 mg,less than 1 g,0 g,0 g,0 g,N/A,N/A,N/A,N/A
ORG MAYONNAISE,3.79,100 ,11 g,2.0 g,0 g,5 mg,80 mg,0 g,N/A,0 g,0 g,,,,
FRESH BRUSCHETTA,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEPPERS BELL TRICOLOR ORG 3 PK,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RASPBERRIES 18 OZ,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GELATO STRAWBERRIES AND CREAM,3.49,220 ,9 g,7 g,2.5 g,15 mg,30 mg,33 g,4 g,28 g,1 g,0.0 mcg,70 mg,0.0 mg,130 mg
RICE JASMINE FROM THAILAND,3.29,160 ,0 g,0 g,0 g,0 mg,0 mg,35 g,less than 1 g,0 g,3 g,0.0 mcg,0 mg,0.0 mg,30 mg
EVOO 1 LITER,8.99,120 ,14 g,2.0 g,0 g,N/A,0 mg,0 g,N/A,N/A,0 g,N/A,N/A,N/A,N/A
VEGETARIAN CHEESEBURGER PIZZA,5.99,340 ,15 g,5 g,0 g,20 mg,790 mg,37 g,3 g,4 g,14 g,0.0 mcg,190 mg,2.4 mg,310 mg
MEATLESS GROUND CRUMBLES,3.99,90 ,2.0 g,0 g,0 g,0 mg,340 mg,4 g,2 g,0 g,15 g,0.1 mcg,30 mg,4.0 mg,110 mg
ALMONDS SLIGHTLY COATED DARK CHOCOLATE,4.99,150 ,13 g,2.0 g,0 g,0 mg,40 mg,9 g,3 g,4 g,5 g,0.0 mcg,60 mg,1.9 mg,210 mg
BLUE WILDFIRE,3.99,100 ,8 g,4.5 g,0 g,25 mg,170 mg,0 g,0 g,0 g,7 g,0.0 mcg,330 mg,0.0 mg,30 mg
ROASTED GARLIC & PESTO PIZZA DEEP FRIED CRUST,5.99,430 ,20 g,9 g,0 g,25 mg,900 mg,43 g,3 g,1 g,17 g,0.3 mcg,260 mg,1.2 mg,170 mg
PASTA SAUCE CALABRIAN CHILI TOMATO,4.99,80 ,6 g,0.5 g,0 g,0 mg,510 mg,6 g,less than 1 g,5 g,less than 1 g,0.0 mcg,20 mg,0.4 mg,160 mg
B BY FONBADET,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ PET RES CHARD PASO ROBLES,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ RES SYRAH WAHLUKE SLOPE LOT 237,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ RES CAB SAUV COLUMBIA VALLEY LOT 235,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JOE COFFEE MEDIUM ROAST GROUND,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTO BREAKFAST BLEND COFFEE,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTO SUMATRA COFFEE,8.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SMALL LOT COFFEE ZAMORA ECUADOR,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAND CREAM ROSE OIL,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOG TREAT CHHURPI PUFFS,5.99,3200 kcal/kg; 18 kcal/treat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BREAD CHEDDAR JALAPENO,4.99,160 ,6 g,2.5 g,0 g,10 mg,340 mg,19 g,less than 1 g,less than 1 g,6 g,0.1 mcg,100 mg,1.4 mg,70 mg
R-SALAD COMPLETE ELOTE CHOPPED,3.99,160 ,12 g,3.0 g,0 g,10 mg,360 mg,11 g,2 g,4 g,3 g,0.1 mcg,60 mg,0.7 mg,180 mg
SALAD CRUCIFEROUS CRUNCH 10 OZ,0.0,30 ,0 g,0 g,0 g,0 mg,25 mg,6 g,3 g,2 g,2 g,0.0 mcg,60 mg,0.9 mg,290 mg
A-CAPE GOOSEBERRIES 6 OZ,3.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A-SUMO BAG CITRUS 2LB,5.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHICKEN HEIRLOOM HERITAGE WHOLE,3.99,240 ,17 g,5.0 g,0 g,85 mg,80 mg,0 g,0 g,0 g,21 g,0.2 mcg,10 mg,1.0 mg,210 mg
CHICKEN HEIRLOOM HERITAGE GROUND - 12CT,6.99,180 ,11 g,3.0 g,0 g,115 mg,90 mg,0 g,0 g,0 g,21 g,0.0 mcg,10 mg,0.9 mg,280 mg
CHICKEN HEIRLOOM HERITAGE THIGHS BNLS SKNLS - 12CT,6.99,170 ,9 g,2.5 g,0 g,125 mg,70 mg,0 g,0 g,0 g,21 g,0.0 mcg,0 mg,0.7 mg,0 mg
CHICKEN HEIRLOOM HERITAGE BREASTS BNLS SKNLS,7.99,120 ,1.5 g,0 g,0 g,65 mg,75 mg,0 g,0 g,0 g,26 g,0.0 mcg,0 mg,1.0 mg,0 mg
SALMON FILLET SKIN OFF (8/PK),10.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SALMON FILLET SKIN ON,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLACK PEPPER TOSCANO,10.99,110,9g,5g,0g,30mg,170mg,0g,N/A,0g,7g,,,,
CRACKERS ORG NAAN GARLIC,3.79,130 ,5.0 g,0.5 g,0 g,0 mg,190 mg,19 g,less than 1 g,less than 1 g,2 g,0.0 mcg,10 mg,1.2 mg,30 mg
JOE JOES CINNAMON BUN,3.49,150 ,7 g,2.5 g,0 g,0 mg,70 mg,22 g,less than 1 g,13 g,1 g,0.0 mcg,10 mg,0.7 mg,30 mg
CARAMEL DARK CHOCOLATE HEARTS,1.99,130 ,7 g,4.5 g,0 g,5 mg,40 mg,18 g,less than 1 g,14 g,less than 1 g,0.0 mcg,10 mg,1.0 mg,70 mg
JELLY BEANS HEARTS,0.99,110 ,0 g,0 g,0 g,0 mg,0 mg,27 g,0 g,22 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
ORG DRIED MANGO,4.99,130,0 g,0 g,0 g,0 mg,0 mg,31 g,N/A,26 g,less than 1 g,0 mcg,20 mg,0.4 mg,330 mg
HOT COCOA SCHMEAR,2.79,100 ,9 g,6 g,0 g,30 mg,90 mg,5 g,0 g,4 g,2 g,0.2 mcg,30 mg,0.2 mg,60 mg
SUNFLOWER SEED SPREAD,5.49,210 ,17 g,1.5 g,0 g,0 mg,70 mg,5 g,2 g,3 g,8 g,0.0 mcg,20 mg,1.5 mg,190 mg
ICE CREAM CHOCOLATE & RASPBERRY,3.79,230 ,10 g,5 g,0 g,35 mg,35 mg,34 g,2 g,30 g,3 g,0.3 mcg,70 mg,1.6 mg,220 mg
KUNG PAO CHICKEN,5.99,240,10g,2g,0g,90mg,690mg,17g,2g,N/A,24g,N/A,,,N/A
SPICE SALMON RUB,2.69,0 ,0 g,N/A,N/A,N/A,50 mg,less than 1 g,N/A,less than 1 g,0 g,N/A,N/A,N/A,N/A
ORGANIC HOT COCOA MIX,3.99,100 ,0.5 g,0 g,0 g,0 mg,140 mg,22 g,2 g,19 g,3 g,0.0 mcg,150 mg,2.4 mg,300 mg
PASTA TROFIE ORGANIC,1.99,200 ,0.5 g,0 g,0 g,0 mg,0 mg,40 g,2 g,1 g,7 g,0.0 mcg,10 mg,0.6 mg,140 mg
WHOLE MILK RICOTTA,3.99,80 ,6 g,5 g,0 g,20 mg,125 mg,2 g,0 g,2 g,5 g,0.0 mcg,170 mg,0.0 mg,80 mg
BACON TURKEY,3.99,35,1g,0g,0g,25mg,180mg,0g,0g,N/A,6g,N/A,,,N/A
ESPRESSO GROUND SHADE GROWN,8.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASTA PAPPARDELLE,2.49,210 ,1.0 g,0 g,0 g,15 mg,5 mg,43 g,2 g,0 g,8 g,0.1 mcg,0 mg,1.5 mg,120 mg
ORGANIC RICED CAULIFLOWER,1.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORGANIC ACAI PUREE,4.49,80 ,7 g,1.5 g,0 g,0 mg,35 mg,4 g,3 g,0 g,Less than 1g g,0.0 mcg,40 mg,1.8 mg,120 mg
SPREAD GARLIC,3.69,150 ,15 g,1.0 g,0 g,0 mg,110 mg,4 g,N/A,N/A,Less than 1 g,N/A,15.5792 mg,0.1484 mg,N/A
DIP CANNOLI SWEET,3.99,100 ,6 g,3.5 g,0 g,15 mg,55 mg,10 g,0 g,9 g,2 g,0.1 mcg,60 mg,0.0 mg,30 mg
MEAL SQUIGGLY NOODLES WITH SOY SESAME SAUCE 4PK,4.99,310 ,2.5 g,0.5 g,0 g,0 mg,920 mg,60 g,2 g,6 g,12 g,0.0 mcg,20 mg,1.1 mg,180 mg
BUTTER CHICKEN W/BASMATI RICE,4.49,400 ,13 g,4.5 g,0 g,80 mg,640 mg,49 g,2 g,3 g,24 g,0.0 mcg,50 mg,1.8 mg,530 mg
TORTILLA ROLLED CHILI LIME,2.99,150 ,8 g,0.5 g,0 g,0 mg,260 mg,17 g,2 g,0 g,2 g,0.0 mcg,20 mg,0.6 mg,80 mg
SPICE PIZZA SEASONING,2.99,0 ,0 g,N/A,N/A,N/A,25 mg,0 g,N/A,N/A,0 g,N/A,N/A,N/A,N/A
ROSE ASSORTMENT COLORS DOZEN V DAY,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROSE RED12 STEM V DAY,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUP ITALIAN WEDDING,4.99,150 ,7 g,3.0 g,0 g,20 mg,480 mg,16 g,1 g,2 g,7 g,0.0 mcg,50 mg,0.9 mg,200 mg
CUT UBRIACO AL CABERNET,11.99,120,10g,7g,0g,30mg,220mg,0g,N/A,0g,7g,,,,
ORG ROLLS BISCUITS,3.99,170 ,6 g,2.5 g,0 g,0 mg,570 mg,27 g,1 g,5 g,3 g,0.0 mcg,10 mg,0.3 mg,40 mg
EYE CREAM SUPREME HYDRATING,5.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RICE CAKES THINS BROWN RICE ORG,1.99,110 ,1 g,0 g,0 g,0 mg,30 mg,23 g,1 g,0 g,3 g,,,,
WHITE MISO PASTE,2.99,10 ,0 g,N/A,N/A,N/A,170 mg,2 g,N/A,N/A,less than 1 g,N/A,N/A,N/A,N/A
FIRE ROASTED RED PEPPERS,2.99,5 ,0 g,N/A,N/A,N/A,90 mg,less than 1 g,N/A,N/A,0 g,N/A,N/A,N/A,N/A
STIR FRY CABBAGE GARLICKY,3.49,130 ,9 g,2.0 g,0 g,0 mg,620 mg,9 g,4 g,5 g,3 g,0.0 mcg,50 mg,0.5 mg,350 mg
CORN RIBS SEASONED VEGAN & GLUTEN FREE,3.99,150 ,12 g,2.5 g,0 g,0 mg,310 mg,12 g,2 g,3 g,2 g,0.0 mcg,0 mg,0.2 mg,100 mg
PASTA RAVIOLI ITALIAN CHEESE,2.99,250 ,10 g,3.5 g,0 g,55 mg,620 mg,31 g,1 g,5 g,9 g,0.0 mcg,90 mg,0.6 mg,280 mg
BLACK TEA DECAF,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEPPERS PICANTE STUFFED SWEET,4.99,50 ,3.0 g,1.5 g,0 g,5 mg,150 mg,5 g,less than 1 g,3 g,1 g,0.0 mcg,20 mg,0.0 mg,30 mg
FOCACCIA TOMATO RED ONION,2.99,280 ,7 g,1.0 g,0 g,0 mg,500 mg,48 g,3 g,13 g,8 g,0.0 mcg,20 mg,0.8 mg,250 mg
MEAL THAI WHEAT NOODLES (3PK),2.99,310 ,2.0 g,0.5 g,0 g,0 mg,130 mg,63 g,4 g,0 g,10 g,0.0 mcg,30 mg,0.5 mg,40 mg
GINGER BEER 4 PK CANS,3.99,140 ,0 g,0 g,0 g,0 mg,15 mg,35 g,0 g,35 g,0 g,0.0 mcg,10 mg,0.1 mg,10 mg
PRESERVES APRICOT ORGANIC,4.29,50 ,0 g,0 g,0 g,0 mg,0 mg,13 g,0 g,12 g,0 g,0.0 mcg,0 mg,0.2 mg,30 mg
PROTEIN OAT BEVERAGE,1.99,140 ,5 g,0.5 g,0 g,0 mg,115 mg,17 g,2 g,6 g,8 g,0.2 mcg,350 mg,1.1 mg,70 mg
PESTO ROASTED PEPPER & ALMOND ORGANIC,3.99,76,6 g,1.5 g,0 g,less than 5 mg,360 mg,2 g,2 g,0 g,2 g,0.0 mcg,60 mg,2.0 mg,70 mg
ORG ROLLS CRESCENT,2.99,100 ,4.5 g,2.0 g,0 g,0 mg,270 mg,12 g,0 g,2 g,1 g,0.0 mcg,0 mg,0.1 mg,20 mg
PASTA SPAGHETTI SQUASH ORG,3.99,40 ,0 g,0 g,0 g,0 mg,0 mg,8 g,2 g,5 g,1 g,0 mcg,30 mg,0.4 mg,400 mg
JOE COFFEE MEDIUM ROAST DECAF GROUND,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RICE CAKES SLICED KOREAN,3.29,210 ,0 g,0 g,0 g,0 mg,10 mg,47 g,0 g,0 g,5 g,0.0 mcg,10 mg,0.2 mg,20 mg
SUPER SEED CHEESE BITES WITH WHOLE PEPPERCORNS,3.49,170 ,11 g,6 g,0 g,20 mg,360 mg,5 g,less than 1 g,0 g,12 g,0.0 mcg,350 mg,0.9 mg,100 mg
SANDWICH BARS FIGO HALF DIPPED,4.49,350 ,17 g,11 g,0 g,15 mg,95 mg,45 g,1 g,32 g,3 g,0.0 mcg,80 mg,1.6 mg,270 mg
HOL SPARKLING GRAPE CHARDONNAY,3.99,240,0 g,N/A,N/A,N/A,20 mg,59 g,N/A,59 g,1 g,N/A,N/A,N/A,N/A
PROSECCO DOC CECILIA BERETTA,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASTA RAVIOLI BRUSSELS AND BACON,1.99,240 ,9 g,4.0 g,0 g,45 mg,680 mg,30 g,3 g,1 g,13 g,0.1 mcg,110 mg,1.7 mg,230 mg
SAUSAGE CHICKEN NAE SWEET ITALIAN,6.49,110 ,3.5 g,1.0 g,0 g,80 mg,490 mg,1 g,0 g,1 g,17 g,0.0 mcg,60 mg,0.8 mg,490 mg
OPALINE SPARKLING ROSE,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPARKL APPLE CIDER JUICE,2.99,110 ,0 g,N/A,N/A,N/A,10 mg,28 g,N/A,24 g,0 g,N/A,20 mg,N/A,248 mg
HABANERO HOT SAUCE,2.99,0 ,0 g,N/A,N/A,N/A,30 mg,0 g,N/A,N/A,0 g,N/A,N/A,N/A,N/A
HOL ALMOND TRIO CANISTER,5.99,200 ,15 g,1.5 g,0 g,0 mg,40 mg,9 g,3 g,6 g,8 g,0.0 mcg,50 mg,0.8 mg,170 mg
HOL TJ PLAT RES BRUT ROSE SONOMA COUNTY,14.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL JOSEPHSBRAU WINTER RIDE CAN,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ DIAMOND RES CAB SAUV OAKVILLE LOT 3,19.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL TJ PLAT RES BRUT SONOMA COUNTY,14.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COFFEE SMALL LOT INDIA PEARL MOUNTAIN,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL PASTA ITALIAN PANOPLY OF ORGANIC,9.99,190 ,1.5 g,0 g,0 g,0 mg,0 mg,38 g,1 g,1 g,6 g,0.0 mcg,20 mg,0.7 mg,150 mg
HOL TRUFFLES COCOA MINTY,2.99,200 ,15 g,13 g,0 g,0 mg,15 mg,13 g,1 g,12 g,1 g,0.0 mcg,30 mg,2.0 mg,150 mg
HOL FAVORITE COOKIE TRUFFLE COLLECTION,5.99,120 ,6 g,4.0 g,0 g,less than 5 mg,15 mg,16 g,less than 1 g,12 g,1 g,0.0 mcg,10 mg,1.4 mg,70 mg
OLIVES COLOSSAL KALAMATA TIN,3.99,40,4g,0.5g,N/A,N/A,180mg,0g,N/A,N/A,0g,N/A,N/A,N/A,N/A
HOL TRUFFLE OIL DUO,9.99,120,13g,2.5g,0g,N/A,0mg,0g,N/A,N/A,0g,N/A,N/A,N/A,N/A
HOL PANETTONE CHOCOLATE CREAM GFT WRAPPED,12.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL CHOCOLATE COVERED GINGERBREAD PEOPLE,3.49,130 ,3.0 g,1.5 g,0 g,0 mg,50 mg,24 g,1 g,11 g,2 g,0.3 mcg,10 mg,2.0 mg,60 mg
HOL JINGLE JANGLE PRETZEL TWISTS,3.99,150 ,7 g,4.0 g,0 g,0 mg,75 mg,22 g,1 g,13 g,3 g,0.0 mcg,20 mg,0.9 mg,90 mg
VNGR AGED BLSMC PLATINUM,8.99,50,0g,N/A,N/A,N/A,0mg,11g,N/A,11g,0g,N/A,N/A,,N/A
HOL JOE JOES ASTOUNDING MULTI-FLAVOR,7.99,130 ,7 g,3.0 g,0 g,0 mg,55 mg,16 g,Less than 1 g,11 g,1 g,0.1 mcg,10 mg,0.8 mg,80 mg
HOL CANDY CANE PEPPERMINT COCOA FILLED,1.49,200,2.5 g,2.0 g,0 g,0 mg,15 mg,44 g,0 g,35 g,0 g,0.0 mcg,0 mg,0.2 mg,20 mg
SOY SAUCE TRUFFLEY,6.99,10 ,0 g,0 g,0 g,0 mg,490 mg,less than 1 g,0 g,0 g,1 g,0.0 mcg,0 mg,0.2 mg,40 mg
HOL ICE CREAM GINGERBREAD,3.79,310 ,15 g,9 g,0 g,70 mg,160 mg,39 g,0 g,33 g,5 g,0.6 mcg,140 mg,1.6 mg,150 mg
HOL BELGIAN CHOC MINI MOUSSE,4.49,110 ,8 g,5 g,0 g,15 mg,25 mg,9 g,less than 1 g,6 g,1 g,0.0 mcg,20 mg,1.3 mg,10 mg
HOL RATATOUILLE BITES,4.49,130 ,7 g,0.5 g,0 g,0 mg,400 mg,16 g,2 g,3 g,2 g,0.0 mcg,20 mg,0.5 mg,190 mg
HOL WINTER WASSAIL PUNCH 64 OZ,4.99,120 ,0 g,N/A,N/A,N/A,0 mg,30 g,N/A,29 g,0 g,N/A,N/A,N/A,50 mg
HOL HOLD THE CONE! PEPPERMINT,3.99,260,12 g,8 g,0 g,30 mg,100 mg,32 g,2 g,19 g,4 g,0.0 mcg,230 mg,2.2 mg,180 mg
HOL MAPLE ORANGE CRANBERRY SPREAD,3.99,50 ,0.5 g,0 g,0 g,0 mg,45 mg,11 g,0 g,8 g,0 g,0.0 mcg,0 mg,0.0 mg,30 mg
HOL CUT OAKED CHARDONNAY TOSCANO,10.99,120,10g,7g,0g,25mg,170mg,1g,N/A,0g,7g,,,,
HOL TOFFEE ENGLISH WITH NUTS,10.99,200 ,14 g,6 g,0 g,15 mg,45 mg,18 g,1 g,16 g,2 g,0.1 mcg,30 mg,0.5 mg,80 mg
HOL MINI GINGERBREAD PEOPLE,4.49,150 ,5.0 g,3.0 g,0 g,0 mg,110 mg,24 g,1 g,13 g,2 g,0.0 mcg,20 mg,0.8 mg,50 mg
HOL GINGERBREAD OAT LATTE,0.99,160 ,3.0 g,0 g,0 g,0 mg,360 mg,32 g,1 g,21 g,2 g,0.0 mcg,40 mg,0.5 mg,240 mg
HOL HOLIDAY BOW-WOW BRUNCH,3.99,3025 kcal/kg; 61 kcal/treat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEDAR BALSAM CANDLE,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL ULTRA MOISTURIZING HAND CREAM TRIO,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOLIDAY MINI CHOCOLATE MOUSSE PRESENTS,3.99,340 ,22 g,12 g,0 g,15 mg,130 mg,34 g,2 g,27 g,3 g,0.0 mcg,20 mg,2.8 mg,130 mg
HOL COOKIES GINGERBREAD SANDWICH,5.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORG ROLLS CINNAMON JUMBO W/ICING,4.99,320 ,11 g,4.5 g,0 g,0 mg,750 mg,53 g,2 g,24 g,4 g,0.0 mcg,20 mg,0.4 mg,50 mg
HOL MACARONS BOOZY,5.99,100 ,4.0 g,1.0 g,0 g,less than 5 mg,10 mg,13 g,less than 1 g,12 g,2 g,0.0 mcg,20 mg,0.3 mg,50 mg
HOL BRIE WITH TRUFFLES,9.99,100,9g,6g,0g,30mg,170mg,0g,N/A,0g,4g,N/A,,,N/A
HOL DIP TRUFFLE,5.49,60 ,6 g,3.0 g,0 g,15 mg,110 mg,1 g,0 g,less than 1 g,2 g,0.1 mcg,40 mg,0.0 mg,30 mg
HOL LIP MASK/BALM DUO GUMMY BEAR,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOL CHOC PEPPERMINT LOAF & COOKIE MIX,3.99,130,1.5 g,0.5 g,0 g,0 mg,210 mg,28 g,1 g,17 g,2 g,0.1 mcg,30 mg,1.6 mg,70 mg
FRENCH GREEN BEANS,1.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
